COD_DANE,Total_Viviendas,Casas,Casas_indigenas,Apartamento,Tipo_Cuarto,Electrica_SI,Electrica_NO,GasNatural_SI,GasNatur_NO,Alcantarillado_SI,Alcantarillado_NO,Acueducto_SI,Acueducto_NO,Total_Hogares,Total_Personas,HOMBRE,MUJER,Preescolar,Primaria,Secundaria,Especializacion,Ninguna_Educacion,No_responde
7300110000000000330515,37,32,,5,0,36,0,25,11,36,0,36,0,39,143,64,79,4,59,32,3,14,31
7300110000000000320504,28,17,,10,1,28,0,24,4,28,0,28,0,33,146,68,78,3,38,32,3,8,62
7300110000000000330120,23,5,,16,2,23,0,14,9,23,0,23,0,24,96,45,51,5,31,17,1,8,34
7300110000000000560110,21,5,,15,1,20,1,16,5,19,2,19,2,24,81,38,43,2,26,12,0,9,32
7300110000000000330212,23,22,,0,1,22,0,15,7,22,0,22,0,22,85,40,45,4,22,15,3,3,38
7300110000000000331106,39,29,,9,1,38,0,34,4,38,0,38,0,41,136,63,73,4,26,23,8,2,73
7300110000000000330936,47,36,,10,1,47,0,39,8,47,0,47,0,47,167,71,96,2,40,30,5,17,73
7300110000000000590107,58,57,,0,1,56,0,50,6,56,0,56,0,61,241,108,133,5,83,63,0,18,72
7300110000000000331129,94,1,,92,1,85,1,70,14,85,1,85,1,86,245,112,133,6,34,37,13,1,154
7300110000000000580315,4,2,,2,0,4,0,3,1,3,1,4,0,4,8,5,3,1,1,3,1,1,1
7300110000000000130312,10,6,,4,0,10,0,6,4,10,0,10,0,10,33,18,15,1,7,5,1,1,18
7300110000000000140423,26,13,,9,4,26,0,23,3,26,0,26,0,26,87,43,44,2,15,16,2,2,50
7300110000000000330501,48,15,,33,0,46,1,32,15,46,1,46,1,49,165,73,92,3,51,45,0,16,50
7300110000000000320711,39,24,,13,2,39,0,37,1,39,0,39,0,39,119,49,70,5,36,19,1,2,56
7300110000000000530419,22,19,,2,1,22,0,18,4,22,0,22,0,26,82,40,42,2,26,19,0,3,32
7300110000000000140113,34,28,,6,0,33,0,26,7,33,0,33,0,34,132,56,76,5,35,29,1,5,57
7300110000000000590613,21,19,,2,0,21,0,17,4,21,0,21,0,21,89,40,49,4,36,23,0,9,17
7300110000000000320714,4,0,,4,0,4,0,1,3,4,0,4,0,4,11,6,5,0,2,2,0,1,6
7300110000000000330823,7,3,,4,0,6,0,3,3,6,0,6,0,7,25,10,15,1,7,6,1,2,8
7300110000000000330116,22,18,,4,0,20,0,16,4,20,0,20,0,21,70,27,43,1,16,14,0,2,37
7300110000000000580306,17,17,,0,0,17,0,15,1,17,0,17,0,25,71,28,43,1,20,12,1,3,34
7300110000000000590727,24,24,,0,0,23,0,18,5,23,0,23,0,23,96,49,47,1,23,21,1,7,43
7300110000000000590606,19,15,,4,0,19,0,14,5,19,0,19,0,20,84,38,46,4,31,23,0,12,14
7300110000000000580122,34,21,,9,4,33,0,25,8,33,0,33,0,33,126,64,62,7,45,25,1,4,44
7300110000000000320709,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000320508,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000331127,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560827,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000130313,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000140320,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000130222,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000140319,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000730107,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000140120,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590113,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000580128,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000330339,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590712,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000330405,70,41,,25,4,68,0,60,8,68,0,68,0,68,232,111,121,7,83,49,0,5,88
7300110000000000560705,4,3,,0,1,4,0,2,2,4,0,4,0,4,19,10,9,2,5,0,0,7,5
7300110000000000590607,21,18,,1,2,21,0,16,5,21,0,21,0,25,85,43,42,2,33,21,0,12,17
7300110000000000580110,15,14,,1,0,15,0,14,1,15,0,15,0,16,76,30,46,1,18,18,0,5,34
7300110000000000580319,21,19,,2,0,20,0,17,3,20,0,20,0,20,71,28,43,1,19,22,0,6,23
7300110000000000580109,23,21,,2,0,22,0,18,4,22,0,22,0,22,78,39,39,4,19,23,0,5,27
7300110000000000560122,64,46,,13,5,61,0,43,18,61,0,61,0,63,260,132,128,9,80,58,1,18,94
7300110000000000560112,21,19,,1,1,20,0,16,4,20,0,20,0,25,95,51,44,2,32,20,1,5,35
7300110000000000580711,100,99,,0,1,94,1,80,15,94,1,94,1,95,356,165,191,9,114,73,0,27,133
7300110000000000590117,39,3,,36,0,39,0,3,36,39,0,39,0,73,184,90,94,1,40,2,0,0,141
7300110000000000590201,26,19,,6,1,25,0,21,4,25,0,25,0,25,102,50,52,7,36,17,1,6,35
7300110000000000331109,15,13,,2,0,15,0,15,0,15,0,15,0,15,67,26,41,2,11,11,1,1,41
7300110000000000590405,25,23,,2,0,21,0,17,4,21,0,21,0,21,82,34,48,3,18,25,0,5,31
7300110000000000580516,25,19,,6,0,24,0,20,1,24,0,24,0,24,103,44,59,4,22,22,2,11,42
7300110000000000590704,47,38,,7,2,43,1,40,4,43,1,43,1,45,189,86,103,5,74,41,0,18,51
7300110000000000330819,48,5,,40,3,47,0,32,15,47,0,47,0,47,146,65,81,3,35,27,6,9,66
7300110000000000330110,60,27,,31,2,60,0,49,11,60,0,60,0,62,204,90,114,12,32,46,6,5,103
7300110000000000330109,59,26,,33,0,59,0,54,5,59,0,59,0,59,199,89,110,4,43,32,1,7,112
7300110000000000590310,36,32,,2,2,35,0,28,7,34,1,34,1,36,128,65,63,3,46,31,0,12,36
7300110000000000330242,19,15,,1,3,19,0,11,8,17,2,19,0,21,73,43,30,3,25,12,1,6,26
7300110000000000590709,30,19,,4,7,30,0,14,16,30,0,30,0,35,141,63,78,5,60,29,0,14,33
7300110000000000580106,31,28,,2,1,31,0,25,6,31,0,31,0,31,112,55,57,3,31,30,1,12,35
7300110000000000580314,18,10,,7,1,18,0,11,5,18,0,18,0,18,58,25,33,3,19,11,0,5,20
7300110000000000590214,16,11,,5,0,15,1,14,2,15,1,15,1,16,57,33,24,3,23,9,0,6,16
7300110000000000330218,17,15,,2,0,17,0,16,1,17,0,17,0,17,62,25,37,2,14,9,2,4,31
7300110000000000580502,21,19,,2,0,19,0,12,7,19,0,19,0,19,76,37,39,1,32,21,0,7,15
7300110000000000320710,33,17,,15,1,33,0,32,1,33,0,33,0,34,114,56,58,6,33,17,3,2,53
7300110000000000330822,82,58,,22,2,79,1,68,12,78,2,79,1,89,326,149,177,9,73,67,2,14,161
7300110000000000330424,38,23,,11,4,37,0,29,8,37,0,37,0,39,141,69,72,7,48,30,1,7,48
7300110000000000580403,19,15,,4,0,19,0,13,5,19,0,19,0,19,70,33,37,4,23,19,0,3,21
7300110000000000580120,40,20,,19,1,39,0,35,4,39,0,39,0,39,149,58,91,4,41,27,1,11,65
7300110000000000130310,24,24,,0,0,24,0,17,7,24,0,24,0,24,84,38,46,2,10,18,0,0,54
7300110000000000590303,29,20,,8,1,25,0,17,8,25,0,25,0,26,108,58,50,1,49,17,0,7,34
7300110000000000580302,17,15,,2,0,17,0,16,1,17,0,17,0,17,71,34,37,1,16,15,0,8,31
7300110000000000580118,40,20,,19,1,39,0,34,5,39,0,39,0,42,148,68,80,4,40,41,1,7,55
7300110000000000580130,20,20,,0,0,20,0,4,15,20,0,20,0,20,91,41,50,1,42,17,0,7,24
7300110000000000590711,30,30,,0,0,30,0,23,7,30,0,30,0,30,104,54,50,5,29,20,4,1,45
7300110000000000590212,68,68,,0,0,67,0,9,1,67,0,67,0,67,213,107,106,0,8,14,0,2,189
7300110000000000560107,7,7,,0,0,6,0,5,1,6,0,6,0,6,31,12,19,3,13,3,0,2,10
7300110000000000330511,32,28,,4,0,31,0,25,6,31,0,31,0,33,133,69,64,3,50,29,0,4,47
7300110000000000320503,39,31,,5,3,39,0,32,7,39,0,39,0,45,148,63,85,2,30,29,1,10,76
7300110000000000560713,40,31,,8,1,40,0,37,3,40,0,40,0,40,135,58,77,6,28,20,4,3,74
7300110000000000590311,24,19,,5,0,19,0,13,6,19,0,19,0,21,75,38,37,1,29,19,0,10,16
7300110000000000320506,44,19,,24,1,44,0,39,5,44,0,44,0,48,198,105,93,6,61,39,1,8,83
7300110000000000331108,21,16,,5,0,21,0,17,4,21,0,21,0,21,63,34,29,0,10,12,3,0,38
7300110000000000330112,62,33,,27,2,62,0,49,13,62,0,62,0,63,213,95,118,2,38,37,2,8,126
7300110000000000730123,74,44,,18,12,70,0,17,53,39,31,65,5,72,253,123,130,4,114,51,0,36,48
7300110000000000320613,15,10,,4,1,14,1,11,4,12,3,15,0,22,83,39,44,1,25,15,1,9,32
7300110000000000560131,22,16,,2,4,22,0,16,6,22,0,22,0,22,94,45,49,6,31,28,0,7,22
7300110000000000560137,11,9,,2,0,11,0,11,0,11,0,11,0,11,38,18,20,1,9,11,0,3,14
7300110000000000330209,24,15,,8,1,22,0,13,9,22,0,22,0,23,98,46,52,3,39,17,0,3,36
7300110000000000590708,24,24,,0,0,24,0,10,14,24,0,24,0,28,112,48,64,0,45,26,0,17,24
7300110000000000580523,8,4,,2,0,5,2,3,4,5,2,7,0,7,31,14,17,1,16,6,0,1,7
7300110000000000140315,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000331123,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560715,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560720,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590108,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560815,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560814,27,22,,4,1,27,0,23,3,27,0,27,0,31,111,51,60,2,24,19,0,3,63
7300110000000000580522,19,15,,4,0,18,0,14,4,18,0,18,0,18,78,38,40,3,24,11,4,4,32
7300110000000000560812,36,32,,3,1,36,0,27,9,36,0,36,0,37,131,62,69,5,36,22,2,1,65
7300110000000000560130,22,22,,0,0,22,0,16,5,22,0,22,0,23,93,38,55,1,30,26,0,7,29
7300110000000000560703,12,12,,0,0,12,0,9,3,12,0,12,0,12,42,21,21,2,9,10,3,0,18
7300110000000000560711,40,36,,2,2,40,0,28,12,40,0,40,0,42,147,75,72,5,29,22,5,4,82
7300110000000000580501,23,12,,11,0,23,0,18,5,23,0,23,0,25,92,41,51,6,39,18,0,6,23
7300110000000000330219,16,16,,0,0,16,0,14,2,16,0,16,0,16,54,25,29,1,3,5,8,1,36
7300110000000000730234,18,10,,8,0,18,0,14,4,18,0,18,0,18,78,35,43,0,32,24,0,8,14
7300110000000000130132,53,34,,9,10,51,0,37,14,51,0,51,0,52,207,109,98,7,87,42,0,32,39
7300110000000000330105,55,52,,2,0,54,1,39,16,54,1,54,1,55,182,83,99,11,33,24,3,5,106
7300110000000000560704,28,25,,3,0,27,0,27,0,27,0,27,0,27,87,41,46,3,23,14,0,0,47
7300110000000000140105,24,21,,3,0,24,0,20,4,24,0,24,0,26,109,40,69,0,25,17,1,9,57
7300110000000000730113,18,11,,7,0,15,0,8,7,15,0,15,0,16,45,20,25,1,15,11,0,9,9
7300110000000000590713,39,38,,1,0,39,0,34,5,39,0,39,0,70,182,91,91,1,17,54,0,37,73
7300110000000000140106,35,12,,22,1,35,0,32,3,35,0,35,0,36,118,55,63,5,28,17,2,11,55
7300110000000000590617,21,18,,1,1,20,1,14,7,20,1,20,1,23,93,41,52,2,46,18,0,10,17
7300110000000000140424,18,10,,8,0,18,0,16,2,18,0,18,0,18,60,28,32,3,11,10,2,1,33
7300110000000000590609,21,19,,1,1,21,0,16,5,21,0,21,0,23,128,68,60,3,53,27,0,21,24
7300110000000000140429,14,8,,6,0,14,0,12,2,14,0,14,0,15,56,27,29,1,12,12,0,1,30
7300110000000000730229,61,27,,29,5,60,0,34,26,60,0,60,0,60,229,107,122,12,87,47,0,22,61
7300110000000000590413,57,19,,38,0,57,0,45,12,57,0,57,0,59,223,108,115,12,61,56,0,9,85
7300110000000000130309,7,5,,0,1,6,1,3,4,6,1,6,1,8,31,15,16,1,10,8,0,1,11
7300110000000000130204,30,30,,0,0,30,0,27,3,30,0,30,0,30,109,49,60,3,12,18,7,2,67
7300110000000000320505,37,13,,21,3,36,1,33,4,36,1,36,1,41,131,57,74,4,23,22,5,6,71
7300110000000000330327,20,15,,5,0,18,1,15,4,18,1,19,0,19,83,40,43,2,25,16,0,10,30
7300110000000000580404,19,14,,5,0,19,0,16,3,19,0,19,0,19,79,34,45,2,35,16,0,7,19
7300110000000000140312,34,18,,16,0,34,0,29,5,34,0,34,0,35,135,61,74,4,33,39,4,5,50
7300110000000000330922,82,18,,63,1,80,0,61,19,80,0,80,0,81,301,144,157,8,101,56,1,22,113
7300110000000000730119,8,5,,2,1,8,0,7,1,8,0,8,0,8,29,11,18,0,6,12,0,3,8
7300110000000000330121,23,18,,5,0,23,0,16,7,23,0,23,0,23,90,42,48,6,19,13,2,2,48
7300110000000000330816,49,19,,28,2,47,0,37,10,47,0,47,0,53,149,69,80,6,43,20,3,9,68
7300110000000000590717,29,26,,1,2,29,0,25,4,29,0,29,0,29,116,50,66,6,32,17,1,5,55
7300110000000000580311,16,14,,1,1,16,0,11,3,16,0,15,1,17,50,25,25,1,18,8,0,2,21
7300110000000000330334,35,25,,10,0,35,0,26,9,35,0,35,0,37,147,74,73,3,44,31,0,9,60
7300110000000000330220,46,4,,42,0,42,0,33,9,42,0,42,0,44,115,56,59,9,19,20,1,1,65
7300110000000000580307,13,9,,4,0,13,0,12,0,13,0,13,0,18,51,26,25,1,20,9,0,5,16
7300110000000000590725,27,27,,0,0,24,0,17,7,24,0,24,0,24,74,28,46,1,20,13,0,3,37
7300110000000000590707,19,18,,1,0,19,0,8,11,19,0,19,0,19,88,38,50,1,32,11,0,12,32
7300110000000000580116,40,16,,23,1,38,0,33,4,38,0,38,0,38,142,69,73,4,33,42,0,10,53
7300110000000000580412,25,21,,2,2,25,0,21,4,25,0,25,0,25,76,34,42,4,17,15,0,8,32
7300110000000000331102,41,5,,35,1,40,0,17,23,40,0,40,0,40,134,71,63,3,18,18,10,3,82
7300110000000000590208,47,35,,10,2,46,0,43,3,46,0,46,0,46,197,91,106,3,78,28,1,17,70
7300110000000000320701,49,31,,18,0,49,0,42,7,49,0,49,0,55,209,99,110,3,58,41,0,8,99
7300110000000000580507,32,31,,1,0,31,0,27,4,31,0,31,0,31,121,51,70,4,33,30,1,5,48
7300110000000000130308,32,31,,1,0,32,0,30,2,32,0,32,0,33,105,49,56,1,8,17,10,2,67
7300110000000000590110,38,35,,2,1,36,0,32,4,36,0,36,0,36,122,63,59,3,38,30,0,9,42
7300110000000000330818,39,13,,22,4,38,0,27,11,38,0,38,0,39,117,53,64,4,37,20,3,4,49
7300110000000000590127,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000320705,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000140125,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000130225,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590319,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000140121,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590601,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000330938,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000120837,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000130330,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000331128,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000330517,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000331114,39,13,,25,1,39,0,33,6,39,0,39,0,39,118,46,72,2,27,19,2,7,61
7300110000000000331121,34,29,,5,0,33,0,27,6,33,0,33,0,34,127,55,72,4,22,26,4,1,70
7300110000000000330228,22,20,,2,0,20,0,18,2,20,0,20,0,20,69,27,42,2,12,12,4,3,36
7300110000000000330410,51,37,,13,1,50,0,35,15,50,0,50,0,53,226,112,114,5,83,55,1,24,58
7300110000000000560802,33,27,,6,0,32,0,30,2,32,0,32,0,32,113,61,52,2,21,16,2,4,68
7300110000000000560135,78,69,,6,2,71,3,43,31,69,5,71,3,76,294,152,142,13,74,57,4,13,133
7300110000000000560811,40,35,,4,1,38,0,32,5,38,0,38,0,38,146,64,82,5,23,28,8,2,80
7300110000000000580102,39,37,,0,2,36,0,26,10,36,0,36,0,37,139,68,71,4,46,34,2,7,46
7300110000000000330106,33,29,,4,0,33,0,27,6,33,0,33,0,33,134,59,75,2,21,26,5,6,74
7300110000000000330910,80,48,,28,4,80,0,68,12,80,0,80,0,81,281,142,139,6,63,51,2,23,136
7300110000000000130226,21,18,,3,0,20,0,18,2,20,0,20,0,20,78,36,42,2,9,17,1,2,47
7300110000000000330307,54,38,,15,1,54,0,42,11,54,0,54,0,54,195,85,110,7,57,41,1,14,75
7300110000000000580202,27,20,,6,1,25,0,20,5,25,0,25,0,25,110,47,63,1,26,23,0,3,57
7300110000000000330426,63,44,,13,6,60,1,40,21,59,2,61,0,66,218,108,110,4,68,38,0,9,99
7300110000000000330251,23,16,,2,5,23,0,16,7,23,0,23,0,26,62,28,34,1,9,6,3,0,43
7300110000000000320612,36,25,,11,0,36,0,24,12,36,0,36,0,41,159,66,93,2,46,37,5,6,63
7300110000000000320708,54,30,,19,5,52,0,38,14,52,0,52,0,54,214,108,106,6,61,56,0,17,74
7300110000000000320514,31,5,,26,0,29,0,28,1,29,0,29,0,30,127,60,67,3,22,25,2,0,75
7300110000000000320707,35,30,,5,0,35,0,28,7,35,0,35,0,46,159,84,75,1,45,33,1,9,70
7300110000000000580312,19,16,,3,0,18,0,11,6,17,1,18,0,18,67,36,31,2,21,11,0,4,29
7300110000000000730102,39,30,,6,3,37,1,21,17,37,1,37,1,44,188,89,99,4,78,36,1,25,44
7300110000000000130224,48,44,,3,1,48,0,40,8,48,0,48,0,48,191,90,101,6,31,22,13,6,113
7300110000000000580104,41,38,,2,1,36,0,26,10,36,0,36,0,39,137,68,69,2,31,40,0,6,58
7300110000000000130221,95,84,,10,1,93,0,86,7,93,0,93,0,93,352,155,197,12,46,57,20,7,210
7300110000000000580105,38,35,,3,0,37,0,26,11,37,0,37,0,38,135,60,75,5,33,41,0,11,45
7300110000000000580113,16,15,,1,0,15,1,12,4,15,1,15,1,16,53,28,25,1,23,14,0,4,11
7300110000000000320611,45,19,,25,1,45,0,36,9,45,0,45,0,48,161,71,90,5,38,36,1,14,67
7300110000000000330513,21,17,,3,1,19,2,12,9,19,2,19,2,22,87,46,41,2,40,16,2,8,19
7300110000000000560710,16,14,,2,0,16,0,12,4,16,0,16,0,16,56,31,25,5,16,13,3,0,19
7300110000000000580108,24,22,,2,0,24,0,23,1,24,0,24,0,24,90,42,48,3,25,26,0,3,33
7300110000000000580506,31,30,,1,0,31,0,27,4,31,0,31,0,31,116,53,63,5,39,23,3,5,41
7300110000000000580303,15,11,,3,1,15,0,13,2,15,0,15,0,16,54,29,25,2,15,11,0,2,24
7300110000000000560105,26,7,,11,8,26,0,14,12,26,0,26,0,27,93,44,49,4,19,30,0,13,27
7300110000000000330914,22,15,,7,0,22,0,20,2,22,0,22,0,26,86,36,50,4,20,13,2,3,44
7300110000000000560706,26,22,,4,0,23,0,18,5,23,0,23,0,23,86,36,50,7,20,11,0,3,45
7300110000000000590126,17,15,,1,0,16,1,9,8,16,1,17,0,21,75,29,46,3,31,11,0,18,12
7300110000000000330918,19,16,,3,0,19,0,17,2,19,0,19,0,19,91,44,47,2,18,17,3,2,49
7300110000000000330516,38,30,,5,3,35,0,28,7,35,0,35,0,35,137,60,77,4,49,23,4,17,40
7300110000000000330332,18,11,,7,0,17,0,16,1,16,1,17,0,23,73,34,39,2,20,25,0,3,23
7300110000000000330805,37,33,,4,0,37,0,36,1,37,0,37,0,46,188,90,98,1,65,28,2,14,78
7300110000000000590404,30,24,,6,0,29,0,24,5,29,0,29,0,32,114,55,59,3,31,27,0,4,49
7300110000000000330510,37,32,,3,2,34,0,24,10,34,0,34,0,36,118,58,60,2,30,29,0,4,53
7300110000000000590409,45,25,,20,0,45,0,36,9,45,0,45,0,46,150,61,89,8,40,30,2,4,66
7300110000000000560136,17,12,,3,2,17,0,14,3,17,0,17,0,18,66,28,38,0,24,12,0,9,21
7300110000000000330406,64,35,,27,2,63,0,59,4,63,0,63,0,88,239,118,121,4,81,46,0,9,99
7300110000000000560813,29,25,,4,0,28,0,20,8,28,0,28,0,28,98,46,52,3,24,18,6,1,46
7300110000000000330326,98,69,,26,3,91,0,84,7,91,0,91,0,91,316,162,154,8,52,65,8,5,178
7300110000000000140304,25,3,,22,0,23,0,20,3,23,0,23,0,23,72,37,35,3,4,9,2,3,51
7300110000000000330123,40,33,,6,1,40,0,34,6,40,0,40,0,40,157,74,83,2,43,24,2,12,74
7300110000000000580124,35,20,,15,0,34,0,28,6,34,0,34,0,36,132,69,63,5,44,29,0,7,47
7300110000000000560129,24,22,,2,0,24,0,14,10,24,0,24,0,27,118,58,60,3,37,35,0,13,30
7300110000000000331104,34,22,,12,0,31,0,31,0,31,0,31,0,32,104,46,58,8,21,13,6,0,56
7300110000000000330815,36,25,,8,3,36,0,30,6,36,0,36,0,41,142,70,72,4,35,39,2,5,57
7300110000000000590223,43,29,,12,2,40,0,36,4,40,0,40,0,43,164,68,96,3,54,30,0,13,64
7300110000000000330329,29,14,,11,4,29,0,22,6,28,1,28,1,29,105,52,53,5,28,23,0,8,41
7300110000000000330512,24,14,,7,3,24,0,16,8,24,0,24,0,27,95,43,52,5,34,19,0,7,30
7300110000000000330340,12,12,,0,0,12,0,6,6,12,0,12,0,12,55,26,29,1,17,18,0,4,15
7300110000000000330814,38,27,,11,0,38,0,33,5,38,0,38,0,39,133,68,65,4,37,17,0,8,67
7300110000000000590308,48,43,,4,1,48,0,31,16,39,9,39,9,49,210,101,109,7,75,46,0,22,60
7300110000000000560714,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560825,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000140119,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590403,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000330337,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560716,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000330204,15,12,,1,2,15,0,10,4,15,0,15,0,16,54,22,32,2,13,6,2,1,30
7300110000000000331103,33,16,,17,0,31,0,23,8,31,0,31,0,31,94,41,53,4,14,17,10,1,48
7300110000000000590312,24,18,,6,0,20,1,12,9,20,1,20,1,21,81,38,43,2,27,14,0,10,28
7300110000000000320513,35,30,,3,2,34,0,29,5,34,0,34,0,36,137,62,75,2,27,39,1,11,57
7300110000000000140303,7,1,,5,1,7,0,3,4,7,0,7,0,7,24,9,15,2,4,6,1,0,11
7300110000000000560104,12,4,,6,2,12,0,8,4,12,0,12,0,14,52,24,28,5,19,10,0,7,11
7300110000000000730125,152,82,,43,27,150,1,88,63,151,0,151,0,159,581,272,309,19,239,124,1,47,151
7300110000000000590216,74,72,,2,0,72,1,10,3,73,0,72,1,73,232,116,116,2,78,65,0,6,81
7300110000000000330527,90,66,,24,0,90,0,80,10,90,0,90,0,98,339,160,179,9,95,67,0,17,151
7300110000000000580313,37,33,,4,0,36,0,35,0,36,0,36,0,63,167,80,87,0,38,64,0,2,63
7300110000000000590202,32,29,,3,0,32,0,30,2,32,0,32,0,33,154,72,82,4,39,40,0,8,63
7300110000000000590204,36,28,,6,2,34,0,26,8,34,0,34,0,34,120,58,62,1,39,29,0,7,44
7300110000000000330308,92,57,,34,1,89,1,70,19,89,1,90,0,99,315,142,173,7,79,54,2,17,156
7300110000000000140114,26,18,,8,0,26,0,25,1,26,0,26,0,27,116,56,60,2,27,17,0,10,60
7300110000000000590210,31,19,,12,0,31,0,29,2,31,0,31,0,31,119,50,69,5,35,27,0,10,42
7300110000000000330415,4,2,,2,0,3,1,2,2,3,1,4,0,4,16,8,8,1,6,3,0,1,5
7300110000000000330937,5,1,,4,0,5,0,5,0,5,0,5,0,5,18,12,6,1,3,4,1,0,9
7300110000000000140110,59,41,,17,1,59,0,55,4,59,0,59,0,61,233,112,121,4,68,36,3,11,111
7300110000000000580316,25,19,,5,1,25,0,21,3,25,0,25,0,27,88,37,51,2,26,24,0,6,30
7300110000000000560817,14,13,,1,0,14,0,14,0,14,0,14,0,14,50,26,24,0,15,7,3,1,24
7300110000000000580410,29,23,,5,1,27,0,24,3,27,0,27,0,27,87,35,52,1,29,20,0,8,29
7300110000000000560822,6,2,,2,0,4,2,2,4,4,2,6,0,6,26,10,16,3,9,4,0,3,7
7300110000000000330317,36,33,,3,0,36,0,30,6,36,0,36,0,39,163,74,89,7,38,41,0,16,61
7300110000000000580125,45,44,,0,1,42,0,35,7,42,0,42,0,44,159,68,91,8,48,29,0,7,67
7300110000000000580203,43,40,,2,1,41,1,29,13,40,2,41,1,44,144,70,74,3,39,27,2,3,70
7300110000000000331125,56,47,,9,0,54,0,52,2,54,0,54,0,54,201,90,111,8,42,27,10,4,110
7300110000000000330414,65,36,,27,2,63,0,48,15,63,0,63,0,63,228,102,126,7,85,50,0,20,66
7300110000000000130223,3,0,,3,0,3,0,3,0,3,0,3,0,3,10,5,5,1,1,1,0,0,7
7300110000000000330111,39,35,,4,0,39,0,32,7,39,0,39,0,39,147,62,85,5,36,27,7,2,70
7300110000000000580405,13,10,,3,0,12,1,11,2,12,1,12,1,13,80,41,39,5,32,15,0,5,23
7300110000000000590304,24,18,,6,0,24,0,21,3,24,0,24,0,24,80,32,48,3,28,20,0,5,24
7300110000000000330241,16,6,,8,2,16,0,4,12,16,0,16,0,17,62,35,27,3,25,10,1,9,14
7300110000000000590313,24,16,,8,0,24,0,17,7,24,0,24,0,25,90,40,50,2,35,20,0,9,24
